BRAVADO SPICE LLC,,,,,,,,,
General Ledger,,,,,,,,,
"January-December, 2025",,,,,,,,,

,Distribution account,Transaction date,Transaction type,Num,Name,Description,Split,Amount,Balance
,1862 Found Chase Bank,12/23/2025,Payment,,Buc-ee's Ltd:Buc-ees 39 Denton TX,,12000 Accounts Receivable,335.32,"2,057.31"
,1862 Found Chase Bank,12/23/2025,Payment,,Buc-ee's Ltd:Buc-ees 40 Katy TX,,12000 Accounts Receivable,309.26,"2,366.57"
,1862 Found Chase Bank,12/23/2025,Payment,,Buc-ee's Ltd:Buc-ees 42 Loxley AL,,12000 Accounts Receivable,99.90,"2,466.47"
,1862 Found Chase Bank,12/23/2025,Payment,,Buc-ee's Ltd:Buc-ees 43 Leeds AL,,12000 Accounts Receivable,173.74,"2,640.21"
,1862 Found Chase Bank,12/23/2025,Payment,,Buc-ee's Ltd:Buc-ees 44 Melissa TX,,12000 Accounts Receivable,133.78,"2,773.99"
,1862 Found Chase Bank,12/23/2025,Payment,,Buc-ee's Ltd:Buc-ees 46 St Johns FL,,12000 Accounts Receivable,141.60,"2,915.59"
,1862 Found Chase Bank,12/23/2025,Payment,,Buc-ee's Ltd:Buc-ees 47 Daytona FL,,12000 Accounts Receivable,161.58,"3,077.17"
,1862 Found Chase Bank,12/23/2025,Payment,,Buc-ee's Ltd:Buc-ees 48 Ennis TX,,12000 Accounts Receivable,93.82,"3,170.99"
,1862 Found Chase Bank,12/23/2025,Payment,,Buc-ee's Ltd:Buc-ees 52 Calhoun GA,,12000 Accounts Receivable,121.62,"3,292.61"
,1862 Found Chase Bank,12/23/2025,Payment,,Buc-ee's Ltd:Buc-ees 55 Richmond KY,,12000 Accounts Receivable,139.86,"3,432.47"
,1862 Found Chase Bank,12/23/2025,Payment,,Buc-ee's Ltd:Buc-ees 56 Smiths Grove KY,,12000 Accounts Receivable,107.72,"3,540.19"
,1862 Found Chase Bank,12/23/2025,Payment,,Buc-ee's Ltd:Buc-ees 57 Athens AL,,12000 Accounts Receivable,159.84,"3,700.03"
,1862 Found Chase Bank,12/23/2025,Payment,,Buc-ee's Ltd:Buc-ees 59 Hillsboro TX,,12000 Accounts Receivable,161.58,"3,861.61"
,1862 Found Chase Bank,12/23/2025,Payment,,Buc-ee's Ltd:Buc-ees 60 Johnstown,,12000 Accounts Receivable,79.92,"3,941.53"
,1862 Found Chase Bank,12/23/2025,Payment,,Buc-ee's Ltd:Buc-ees 62 Springfield MO,,12000 Accounts Receivable,133.78,"4,075.31"
,1862 Found Chase Bank,12/23/2025,Payment,,Buc-ee's Ltd:Buc-ees 63 Brunswick GA,,12000 Accounts Receivable,287.54,"4,362.85"
,1862 Found Chase Bank,12/23/2025,Payment,,Buc-ee's Ltd:Buc-ees 66 Amarillo TX,,12000 Accounts Receivable,107.72,"4,470.57"
,1862 Found Chase Bank,12/23/2025,Payment,,Buc-ee's Ltd:Buc-ees 69 Rockingham VA,,12000 Accounts Receivable,99.90,"4,570.47"
,1862 Found Chase Bank,12/29/2025,Transfer,,,,11200 Chase Checking 5189,"-4,500.00",70.47
,1862 Found Chase Bank,12/30/2025,Payment,,Buc-ee's Ltd:Buc-ees 18 Waller TX,,12000 Accounts Receivable,99.90,170.37
,1862 Found Chase Bank,12/30/2025,Payment,,Buc-ee's Ltd:Buc-ees 28 Bastrop TX,,12000 Accounts Receivable,79.92,250.29
,1862 Found Chase Bank,12/30/2025,Payment,,Buc-ee's Ltd:Buc-ees 37 Fort Worth TX,,12000 Accounts Receivable,173.74,424.03
,1862 Found Chase Bank,12/30/2025,Payment,,Buc-ee's Ltd:Buc-ees 45 Sevierville TN,,12000 Accounts Receivable,79.92,503.95
,1862 Found Chase Bank,12/30/2025,Payment,,Buc-ee's Ltd:Buc-ees 50 Crossville TN,,12000 Accounts Receivable,249.32,753.27
,1862 Found Chase Bank,12/30/2025,Payment,,Buc-ee's Ltd:Buc-ees 51 Warner Robins GA,,12000 Accounts Receivable,121.62,874.89
,1862 Found Chase Bank,12/30/2025,Payment,,Buc-ee's Ltd:Buc-ees 53 Florence SC,,12000 Accounts Receivable,119.88,994.77
,1862 Found Chase Bank,12/31/2025,Expense,,Gifts Curated,Faire Promotions,71200 Cost of Sales (COS):Other Costs - COS,-112.32,882.45
,1862 Found Chase Bank,12/31/2025,Expense,,Gifts Curated,Faire Commissions,71200 Cost of Sales (COS):Other Costs - COS,-37.22,845.23
,1862 Found Chase Bank,12/31/2025,Expense,,Gifts Curated,Faire Taxes,71200 Cost of Sales (COS):Other Costs - COS,-2.46,842.77
,1862 Found Chase Bank,12/31/2025,Expense,,Gifts Curated,Faire Processing fee,Overhead Expenses (G&A):Financial Fees:Faire Fees,-3.50,839.27
,1862 Found Chase Bank,12/31/2025,Expense,,Gifts Curated,variance in payouts vs qbo,71200 Cost of Sales (COS):Other Costs - COS,-3.15,836.12
,1862 Found Chase Bank,12/31/2025,Payment,,Gifts Curated,,12000 Accounts Receivable,226.44,"1,062.56"
,1862 Found Chase Bank,12/31/2025,Expense,,Joe Lauricella,Faire | #WGHENRA87H Fee,Overhead Expenses (G&A):Financial Fees:Faire Fees,-7.02,"1,055.54"
,1862 Found Chase Bank,12/31/2025,Deposit,,Joe Lauricella,Faire | #WGHENRA87H QBO and Faire variance,71200 Cost of Sales (COS):Other Costs - COS,7.35,"1,062.89"
,1862 Found Chase Bank,12/31/2025,Payment,,Joe Lauricella,,12000 Accounts Receivable,191.88,"1,254.77"
Total for 1862 Found Chase Bank,,,,,,,,"$1,254.77",
11100 Chase Savings 3580,,,,,,,,,
,Beginning Balance,,,,,,,,"3,617.99"
,11100 Chase Savings 3580,01/01/2025,Deposit,,,,Faire Clearing Account,298.58,"3,916.57"
,11100 Chase Savings 3580,01/01/2025,Expense,,Faire,,73500 Overhead Expenses (G&A):Dues & Subscriptions,-55.53,"3,861.04"
,11100 Chase Savings 3580,01/03/2025,Deposit,,,,Faire Clearing Account,55.23,"3,916.27"
,11100 Chase Savings 3580,01/06/2025,Expense,,Faire,,Faire Clearing Account,-20.02,"3,896.25"
,11100 Chase Savings 3580,01/15/2025,Expense,,,,Wages Due to Jeremiah,"-2,500.00","1,396.25"
,11100 Chase Savings 3580,01/18/2025,Deposit,,,,Faire Clearing Account,294.18,"1,690.43"
,11100 Chase Savings 3580,01/21/2025,Deposit,,,,Faire Clearing Account,171.43,"1,861.86"
,11100 Chase Savings 3580,01/25/2025,Deposit,,,,Faire Clearing Account,106.74,"1,968.60"
,11100 Chase Savings 3580,01/25/2025,Deposit,,,,Faire Clearing Account,229.07,"2,197.67"
,11100 Chase Savings 3580,01/27/2025,Deposit,,,,Faire Clearing Account,358.11,"2,555.78"
,11100 Chase Savings 3580,01/27/2025,Deposit,,,,Faire Clearing Account,239.29,"2,795.07"
,11100 Chase Savings 3580,01/30/2025,Deposit,,,,Faire Clearing Account,443.46,"3,238.53"
,11100 Chase Savings 3580,01/31/2025,Deposit,,Chase,,80000 Interest Earned,0.05,"3,238.58"
,11100 Chase Savings 3580,02/05/2025,Deposit,,,,Faire Clearing Account,229.04,"3,467.62"
,11100 Chase Savings 3580,02/05/2025,Expense,,Faire,Promoted Listings,72300 Marketing/Advertising:Promotional,-17.78,"3,449.84"
,11100 Chase Savings 3580,02/06/2025,Deposit,,,,Faire Clearing Account,193.09,"3,642.93"
,11100 Chase Savings 3580,02/07/2025,Deposit,,,,Faire Clearing Account,269.65,"3,912.58"
,11100 Chase Savings 3580,02/07/2025,Deposit,,,,Faire Clearing Account,298.03,"4,210.61"
,11100 Chase Savings 3580,02/08/2025,Expense,,Faire,,Faire Clearing Account,-38.33,"4,172.28"
,11100 Chase Savings 3580,02/10/2025,Deposit,,,,Faire Clearing Account,128.70,"4,300.98"
,11100 Chase Savings 3580,02/13/2025,Deposit,,,,Faire Clearing Account,63.04,"4,364.02"
,11100 Chase Savings 3580,02/15/2025,Deposit,,,,Faire Clearing Account,127.08,"4,491.10"
,11100 Chase Savings 3580,02/15/2025,Transfer,,,,"Chase, Checking ...8733","-1,000.00","3,491.10"
,11100 Chase Savings 3580,02/19/2025,Deposit,,,,Faire Clearing Account,148.28,"3,639.38"
,11100 Chase Savings 3580,02/20/2025,Deposit,,,,Faire Clearing Account,526.95,"4,166.33"
,11100 Chase Savings 3580,02/21/2025,Deposit,,,,Faire Clearing Account,38.03,"4,204.36"
,11100 Chase Savings 3580,02/22/2025,Deposit,,,,Faire Clearing Account,251.55,"4,455.91"
,11100 Chase Savings 3580,02/24/2025,Payment,,Hot Shots Distribution,,12000 Accounts Receivable,"12,940.74","17,396.65"
,11100 Chase Savings 3580,02/25/2025,Transfer,,,,"Chase, Checking ...8733",-70.00,"17,326.65"
,11100 Chase Savings 3580,02/25/2025,Transfer,,,,11200 Chase Checking 5189,"-16,000.00","1,326.65"
,11100 Chase Savings 3580,02/26/2025,Deposit,,,,Faire Clearing Account,279.96,"1,606.61"
,11100 Chase Savings 3580,02/26/2025,Deposit,,,,Faire Clearing Account,146.49,"1,753.10"
,11100 Chase Savings 3580,02/27/2025,Expense,,Faire,,Faire Clearing Account,-16.26,"1,736.84"
,11100 Chase Savings 3580,02/28/2025,Deposit,,Chase,,80000 Interest Earned,0.06,"1,736.90"
,11100 Chase Savings 3580,02/28/2025,Deposit,,,,64000 Sales:Online Sales,557.85,"2,294.75"
,11100 Chase Savings 3580,03/03/2025,Deposit,,,,Faire Clearing Account,253.19,"2,547.94"
,11100 Chase Savings 3580,03/04/2025,Expense,,Faire,,Faire Clearing Account,-38.33,"2,509.61"
,11100 Chase Savings 3580,03/05/2025,Expense,,,,11200 Chase Checking 5189,"-2,000.00",509.61
,11100 Chase Savings 3580,03/05/2025,Expense,,Faire,Promoted Listings,72300 Marketing/Advertising:Promotional,-39.24,470.37
,11100 Chase Savings 3580,03/07/2025,Deposit,,,,Faire Clearing Account,101.51,571.88
,11100 Chase Savings 3580,03/08/2025,Deposit,,,,Faire Clearing Account,148.39,720.27
,11100 Chase Savings 3580,03/08/2025,Deposit,,,,Faire Clearing Account,191.46,911.73
,11100 Chase Savings 3580,03/12/2025,Deposit,,,,Faire Clearing Account,324.63,"1,236.36"
,11100 Chase Savings 3580,03/13/2025,Deposit,,,,Faire Clearing Account,548.94,"1,785.30"
,11100 Chase Savings 3580,03/13/2025,Deposit,,,,Faire Clearing Account,129.11,"1,914.41"
,11100 Chase Savings 3580,03/15/2025,Deposit,,,,Faire Clearing Account,508.28,"2,422.69"
,11100 Chase Savings 3580,03/15/2025,Deposit,,,,Faire Clearing Account,214.65,"2,637.34"
,11100 Chase Savings 3580,03/17/2025,Deposit,,,Online Transfer from MMA ...3580 transaction#: XXXXXXX1433,11200 Chase Checking 5189,"-2,000.00",637.34
,11100 Chase Savings 3580,03/17/2025,Deposit,,,,Faire Clearing Account,305.24,942.58
,11100 Chase Savings 3580,03/18/2025,Deposit,,,,Faire Clearing Account,327.53,"1,270.11"
,11100 Chase Savings 3580,03/19/2025,Deposit,,,,Faire Clearing Account,640.31,"1,910.42"
,11100 Chase Savings 3580,03/25/2025,Deposit,,,,Faire Clearing Account,148.39,"2,058.81"
,11100 Chase Savings 3580,03/25/2025,Expense,,,,Remittance Discrepancy,-14.69,"2,044.12"
,11100 Chase Savings 3580,03/25/2025,Payment,,Hot Shots Distribution,,12000 Accounts Receivable,734.40,"2,778.52"
,11100 Chase Savings 3580,03/27/2025,Deposit,,,Online Transfer from MMA ...3580 transaction#: XXXXXXX8381,11200 Chase Checking 5189,"-2,500.00",278.52
,11100 Chase Savings 3580,03/28/2025,Deposit,,,,Faire Clearing Account,196.67,475.19
,11100 Chase Savings 3580,03/28/2025,Deposit,,,,Faire Clearing Account,455.92,931.11
,11100 Chase Savings 3580,03/28/2025,Deposit,,,,Faire Clearing Account,141.20,"1,072.31"
,11100 Chase Savings 3580,03/29/2025,Deposit,,,,Faire Clearing Account,87.53,"1,159.84"
,11100 Chase Savings 3580,03/29/2025,Deposit,,,,Faire Clearing Account,179.59,"1,339.43"
,11100 Chase Savings 3580,03/31/2025,Deposit,,Chase,,80000 Interest Earned,0.03,"1,339.46"
,11100 Chase Savings 3580,04/01/2025,Deposit,,,,Faire Clearing Account,496.63,"1,836.09"
,11100 Chase Savings 3580,04/01/2025,Deposit,,,,Faire Clearing Account,177.19,"2,013.28"
,11100 Chase Savings 3580,04/02/2025,Deposit,,,,Faire Clearing Account,269.48,"2,282.76"
,11100 Chase Savings 3580,04/02/2025,Deposit,,,Online Transfer from MMA ...3580 transaction#: XXXXXXX4330,11200 Chase Checking 5189,-200.00,"2,082.76"
,11100 Chase Savings 3580,04/02/2025,Deposit,,,Online Transfer from MMA ...3580 transaction#: XXXXXXX1981,11200 Chase Checking 5189,"-1,800.00",282.76
,11100 Chase Savings 3580,04/02/2025,Deposit,,,Online Transfer from MMA ...3580 transaction#: XXXXXXX5148,11200 Chase Checking 5189,-200.00,82.76
,11100 Chase Savings 3580,04/03/2025,Expense,,Faire,,Faire Clearing Account,-9.43,73.33
,11100 Chase Savings 3580,04/04/2025,Payment,1800948598,Little Kitchen HTX,,12000 Accounts Receivable,291.23,364.56
,11100 Chase Savings 3580,04/04/2025,Expense,,,,"Chase, Checking ...8733",-500.00,-135.44
,11100 Chase Savings 3580,04/04/2025,Deposit,,,,Faire Clearing Account,192.27,56.83
,11100 Chase Savings 3580,04/05/2025,Deposit,,,Online Transfer from MMA ...3580 transaction#: XXXXXXX7014,11200 Chase Checking 5189,-155.00,-98.17
,11100 Chase Savings 3580,04/05/2025,Expense,,Faire,Promoted Listings,72300 Marketing/Advertising:Promotional,-36.16,-134.33
,11100 Chase Savings 3580,04/05/2025,Deposit,,,,Faire Clearing Account,170.00,35.67
,11100 Chase Savings 3580,04/07/2025,Payment,261229,Spec's Liquor Stores,,12000 Accounts Receivable,"2,202.00","2,237.67"
,11100 Chase Savings 3580,04/08/2025,Expense,,,,61000 Sales,"-2,202.00",35.67
,11100 Chase Savings 3580,04/09/2025,Deposit,,,,61000 Sales,"2,202.00","2,237.67"
,11100 Chase Savings 3580,04/11/2025,Expense,,,,"Chase, Checking ...8733","-2,300.00",-62.33
,11100 Chase Savings 3580,04/11/2025,Deposit,,,,Faire Clearing Account,92.42,30.09
,11100 Chase Savings 3580,04/15/2025,Deposit,,,,Faire Clearing Account,168.48,198.57
,11100 Chase Savings 3580,04/15/2025,Deposit,,,,Faire Clearing Account,185.13,383.70
,11100 Chase Savings 3580,04/16/2025,Deposit,,,,Faire Clearing Account,111.65,495.35
,11100 Chase Savings 3580,04/16/2025,Deposit,,,,Faire Clearing Account,87.62,582.97
,11100 Chase Savings 3580,04/17/2025,Deposit,,Faire,,Faire Clearing Account,155.57,738.54
,11100 Chase Savings 3580,04/17/2025,Deposit,,Faire,,Faire Clearing Account,585.49,"1,324.03"
,11100 Chase Savings 3580,04/18/2025,Deposit,,Faire,,Faire Clearing Account,80.68,"1,404.71"
,11100 Chase Savings 3580,04/23/2025,Deposit,,Faire,,Faire Clearing Account,121.58,"1,526.29"
,11100 Chase Savings 3580,04/24/2025,Deposit,,Faire,,Faire Clearing Account,226.20,"1,752.49"
,11100 Chase Savings 3580,04/26/2025,Deposit,,Faire,,Faire Clearing Account,143.84,"1,896.33"
,11100 Chase Savings 3580,04/26/2025,Deposit,,Faire,,Faire Clearing Account,74.04,"1,970.37"
,11100 Chase Savings 3580,04/29/2025,Expense,,,,33500 Due to Jeremiah,-100.00,"1,870.37"
,11100 Chase Savings 3580,04/30/2025,Transfer,,,,11200 Chase Checking 5189,"2,200.00","4,070.37"
,11100 Chase Savings 3580,04/30/2025,Deposit,,Chase,,80000 Interest Earned,0.02,"4,070.39"
,11100 Chase Savings 3580,04/30/2025,Deposit,,Faire,,Faire Clearing Account,405.10,"4,475.49"
,11100 Chase Savings 3580,04/30/2025,Expense,,,Checking 5820,33500 Due to Jeremiah,"-2,500.00","1,975.49"
,11100 Chase Savings 3580,05/02/2025,Expense,,,,"Chase, Checking ...8733","-2,000.00",-24.51
,11100 Chase Savings 3580,05/02/2025,Deposit,,Faire,,Faire Clearing Account,302.17,277.66
,11100 Chase Savings 3580,05/05/2025,Expense,,Faire,Promoted Listings,72300 Marketing/Advertising:Promotional,-27.53,250.13
,11100 Chase Savings 3580,05/05/2025,Expense,,Jeremiah Tallerine,to chk 0002,33500 Due to Jeremiah,-50.00,200.13
,11100 Chase Savings 3580,05/10/2025,Deposit,,Faire,,Faire Clearing Account,323.53,523.66
,11100 Chase Savings 3580,05/12/2025,Deposit,,Faire,,Faire Clearing Account,327.79,851.45
,11100 Chase Savings 3580,05/14/2025,Deposit,,Faire,,Faire Clearing Account,77.75,929.20
,11100 Chase Savings 3580,05/14/2025,Deposit,,Faire,,Faire Clearing Account,343.12,"1,272.32"
,11100 Chase Savings 3580,05/15/2025,Deposit,,Faire,,Faire Clearing Account,90.68,"1,363.00"
,11100 Chase Savings 3580,05/16/2025,Deposit,,Faire,,Faire Clearing Account,202.70,"1,565.70"
,11100 Chase Savings 3580,05/19/2025,Deposit,,Faire,,Faire Clearing Account,509.66,"2,075.36"
,11100 Chase Savings 3580,05/21/2025,Deposit,,Faire,,Faire Clearing Account,292.22,"2,367.58"
,11100 Chase Savings 3580,05/22/2025,Deposit,,Faire,,Faire Clearing Account,49.38,"2,416.96"
,11100 Chase Savings 3580,05/30/2025,Deposit,,Faire,,Faire Clearing Account,117.10,"2,534.06"
,11100 Chase Savings 3580,05/30/2025,Deposit,,Faire,,Faire Clearing Account,291.57,"2,825.63"
,11100 Chase Savings 3580,05/30/2025,Deposit,,Chase,,80000 Interest Earned,0.02,"2,825.65"
,11100 Chase Savings 3580,06/02/2025,Deposit,,,Online Transfer from MMA ...3580 transaction#: XXXXXXX6606,11200 Chase Checking 5189,-800.00,"2,025.65"
,11100 Chase Savings 3580,06/02/2025,Deposit,,,Online Transfer from MMA ...3580 transaction#: XXXXXXX2741,11200 Chase Checking 5189,"-1,000.00","1,025.65"
,11100 Chase Savings 3580,06/03/2025,Deposit,,,Online Transfer from MMA ...3580 transaction#: XXXXXXX1273,11200 Chase Checking 5189,-500.00,525.65
,11100 Chase Savings 3580,06/03/2025,Payment,,Aramark Healthcare+ | Plano,,12000 Accounts Receivable,520.47,"1,046.12"
,11100 Chase Savings 3580,06/05/2025,Deposit,,,Online Transfer from MMA ...3580 transaction#: XXXXXXX6745,11200 Chase Checking 5189,-100.00,946.12
,11100 Chase Savings 3580,06/05/2025,Expense,,Faire,Promoted Listings,72300 Marketing/Advertising:Promotional,-38.48,907.64
,11100 Chase Savings 3580,06/05/2025,Deposit,,Faire,,Faire Clearing Account,74.33,981.97
,11100 Chase Savings 3580,06/05/2025,Deposit,,Faire,,Faire Clearing Account,112.15,"1,094.12"
,11100 Chase Savings 3580,06/05/2025,Deposit,,Faire,,Faire Clearing Account,142.12,"1,236.24"
,11100 Chase Savings 3580,06/05/2025,Deposit,,Faire,,Faire Clearing Account,494.06,"1,730.30"
,11100 Chase Savings 3580,06/07/2025,Deposit,,Faire,,Faire Clearing Account,293.63,"2,023.93"
,11100 Chase Savings 3580,06/10/2025,Deposit,,Faire,,Faire Clearing Account,91.33,"2,115.26"
,11100 Chase Savings 3580,06/11/2025,Deposit,,,Online Transfer from MMA ...3580 transaction#: XXXXXXX7861,11200 Chase Checking 5189,"-4,000.00","-1,884.74"
,11100 Chase Savings 3580,06/11/2025,Deposit,,Faire,,Faire Clearing Account,508.98,"-1,375.76"
,11100 Chase Savings 3580,06/11/2025,Deposit,,Faire,,Faire Clearing Account,"1,625.24",249.48
,11100 Chase Savings 3580,06/11/2025,Deposit,,Faire,,Faire Clearing Account,224.51,473.99
,11100 Chase Savings 3580,06/16/2025,Expense,,,,33500 Due to Jeremiah,-20.00,453.99
,11100 Chase Savings 3580,06/17/2025,Expense,,Faire,,Faire Clearing Account,-18.59,435.40
,11100 Chase Savings 3580,06/18/2025,Deposit,,Faire,,Faire Clearing Account,48.50,483.90
,11100 Chase Savings 3580,06/18/2025,Deposit,,Faire,,Faire Clearing Account,257.45,741.35
,11100 Chase Savings 3580,06/18/2025,Deposit,,Faire,,Faire Clearing Account,365.79,"1,107.14"
,11100 Chase Savings 3580,06/21/2025,Deposit,,Faire,,Faire Clearing Account,249.48,"1,356.62"
,11100 Chase Savings 3580,06/23/2025,Deposit,,Faire,,Faire Clearing Account,227.55,"1,584.17"
,11100 Chase Savings 3580,06/24/2025,Deposit,,Faire,,Faire Clearing Account,594.72,"2,178.89"
,11100 Chase Savings 3580,06/24/2025,Deposit,,Faire,,Faire Clearing Account,306.23,"2,485.12"
,11100 Chase Savings 3580,06/25/2025,Deposit,,Faire,,Faire Clearing Account,343.27,"2,828.39"
,11100 Chase Savings 3580,06/25/2025,Deposit,,Faire,,Faire Clearing Account,145.94,"2,974.33"
,11100 Chase Savings 3580,06/27/2025,Deposit,,Faire,,Faire Clearing Account,307.04,"3,281.37"
,11100 Chase Savings 3580,06/27/2025,Deposit,,Faire,,Faire Clearing Account,160.49,"3,441.86"
,11100 Chase Savings 3580,06/27/2025,Deposit,,Faire,,Faire Clearing Account,103.80,"3,545.66"
,11100 Chase Savings 3580,06/28/2025,Expense,,Jeremiah Tallerine,,33500 Due to Jeremiah,"-2,500.00","1,045.66"
,11100 Chase Savings 3580,06/30/2025,Deposit,,Chase,,80000 Interest Earned,0.03,"1,045.69"
,11100 Chase Savings 3580,07/01/2025,Expense,,Jeremiah Tallerine,,33500 Due to Jeremiah,-100.00,945.69
,11100 Chase Savings 3580,07/02/2025,Deposit,,,Online Transfer from MMA ...3580 transaction#: XXXXXXX5629,11200 Chase Checking 5189,-378.00,567.69
,11100 Chase Savings 3580,07/02/2025,Expense,,Hot Shots Distributing Inc.,discount,Cost of Sales (COS):On-Invoice Discounts,-259.13,308.56
,11100 Chase Savings 3580,07/02/2025,Payment,,Hot Shots Distribution,,12000 Accounts Receivable,"12,956.50","13,265.06"
,11100 Chase Savings 3580,07/02/2025,Deposit,,Faire,,Faire Clearing Account,210.93,"13,475.99"
,11100 Chase Savings 3580,07/02/2025,Deposit,,Faire,,Faire Clearing Account,221.86,"13,697.85"
,11100 Chase Savings 3580,07/03/2025,Expense,,Olde Hickory Station,Faire Processing fee,Overhead Expenses (G&A):Financial Fees:Faire Fees,-11.99,"13,685.86"
,11100 Chase Savings 3580,07/03/2025,Expense,,Olde Hickory Station,Faire Commissions,71200 Cost of Sales (COS):Other Costs - COS,-50.11,"13,635.75"
,11100 Chase Savings 3580,07/03/2025,Payment,,Olde Hickory Station,,12000 Accounts Receivable,334.08,"13,969.83"
,11100 Chase Savings 3580,07/04/2025,Deposit,,,Online Transfer from MMA ...3580 transaction#: XXXXXXX0889,11200 Chase Checking 5189,"-6,000.00","7,969.83"
,11100 Chase Savings 3580,07/04/2025,Deposit,,,Online Transfer from MMA ...3580 transaction#: XXXXXXX5810,11200 Chase Checking 5189,"-3,000.00","4,969.83"
,11100 Chase Savings 3580,07/07/2025,Expense,,,,33500 Due to Jeremiah,-108.03,"4,861.80"
,11100 Chase Savings 3580,07/07/2025,Expense,,Faire,Promoted Listings,72300 Marketing/Advertising:Promotional,-31.09,"4,830.71"
,11100 Chase Savings 3580,07/07/2025,Expense,,The Butchery Quality Meats | Del Mar,Faire Processing fee,Overhead Expenses (G&A):Financial Fees:Faire Fees,-5.71,"4,825.00"
,11100 Chase Savings 3580,07/07/2025,Payment,,The Butchery Quality Meats | Del Mar,,12000 Accounts Receivable,154.44,"4,979.44"
,11100 Chase Savings 3580,07/07/2025,Expense,,The Butchery Quality Meats | Costa Mesa,Faire Processing fee,Overhead Expenses (G&A):Financial Fees:Faire Fees,-7.76,"4,971.68"
,11100 Chase Savings 3580,07/07/2025,Payment,,The Butchery Quality Meats | Costa Mesa,,12000 Accounts Receivable,213.12,"5,184.80"
,11100 Chase Savings 3580,07/07/2025,Expense,,The Butchery Quality Meats | Manhattan Beach,Faire Processing fee,Overhead Expenses (G&A):Financial Fees:Faire Fees,-7.76,"5,177.04"
,11100 Chase Savings 3580,07/07/2025,Payment,,The Butchery Quality Meats | Manhattan Beach,,12000 Accounts Receivable,213.12,"5,390.16"
